date,headline,sub-headline
5/4/18,New Revelations Suggest a President Losing Control of His Narrative,"Whether called lies or misstatements, President Trump’s history of falsehoods has been extensively documented, but the string of factual distortions unveiled this week could come back to haunt him."
5/4/18,Trump Orders Pentagon to Consider Reducing U.S. Forces in South Korea,"A reduction, which Defense Department officials worry would weaken the American alliance with the South, wouldn’t be intended to be a bargaining chip in talks with Kim Jong-un, officials said."
5/4/18,Army Special Forces Secretly Help Saudis Combat Threat From Yemen Rebels,"Green Berets on Saudi Arabia’s border with Yemen are helping find and destroy Houthi missiles and launch sites, quietly expanding America’s role in a war it has tried to avoid."
5/5/18,"Jobless Rate Looks Like Old Times, but the Economy Doesn’t","With unemployment below 4 percent for the first time since 2000, the recovery’s duration is remarkable, but lagging pay remains a riddle."
5/5/18,Trump Is Said to Have Known of Payment to Stormy Daniels Months Before He Denied It,"How much the president knew about the $130,000 payment to the porn actress and who else was aware of it have been at the center of a swirling controversy for the past 48 hours."
5/5/18,"Citing ‘Crisis of Confidence,’ Academy Calls Off Nobel Literature Prize",The decision to postpone the award for a year amid a sexual misconduct scandal marked an extraordinary public reckoning for the 232-year-old organization.
5/5/18,He Wrote Disturbing Plans for a School Shooting. But Was That a Crime?,"After residents reported a man who worried them, a journal turned up. “I’m aiming to kill as many as I can,” it read. But that wasn’t the end of the story."
5/6/18,"How Michael Cohen, Trump’s Fixer, Built a Shadowy Business Empire","Michael Cohen’s ventures spanned taxis, a casino boat, real estate and ethanol. Many had links to the former Soviet Union. Now a federal inquiry threatens not just Mr. Cohen, but also the White House."
5/6/18,A Simple Way to Improve a Billion Lives: Eyeglasses,"It’s the biggest health crisis you’ve never heard of. Doctors, philanthropists and companies are trying to solve it.�"
5/6/18,"At His Ranch, John McCain Shares Memories and Regrets With Friends","Mr. McCain urged former Vice President Joseph R. Biden Jr. to “not walk away” from politics, and said he wished he had chosen Joseph I. Lieberman, not Sarah Palin, as his running mate in 2008."
5/6/18,"As State Lawmaker Claims Abuse, Party Leaders Shield Her Colleague","In Pennsylvania, a female House member has a protective order against a male colleague she accuses of sexual abuse. Party leaders have made no move to expel him."
5/7/18,Verifying the End of a Nuclear North Korea ‘Could Make Iran Look Easy’,Inspections to confirm that North Korea had shut down its nuclear program and secure its arms would be far more onerous than those in Iran under a current deal that President Trump wants to end.
5/7/18,"How Storms, Missteps and an Ailing Grid Left Puerto Rico in the Dark","It took months to restore electricity in Puerto Rico after hurricanes dealt a one-two punch. Many homes are still without power, and the system’s future is far from certain."
5/7/18,"In Fight Against Violent Crime, Justice Dept. Targets Low-Level Gun Offenders",Attorney General Jeff Sessions’s aggressive enforcement has set off a debate about whether his approach is the most effective way to fight gun crimes.
5/7/18,An Urgent Debate for California Republicans: How to Get Back in the Game,Hitting rock bottom? California Republicans fear that they will have no candidate for U.S. senator or governor on the ballot in November.
5/8/18,Eric Schneiderman Resigns as New York Attorney General Amid Assault Claims by 4 Women,"After four former romantic partners accused him of physical assault, Mr. Schneiderman announced his resignation as the state’s top law enforcer."
5/8/18,"Trump Is Expected to Leave Iran Deal, Allies Say","If European diplomats are correct, the announcement will be the most consequential national security decision of President Trump’s 15 months in office."
5/8/18,"Gina Haspel Has the Experience to Run the C.I.A., and That May Be Her Biggest Problem","As she prepares for her confirmation hearing, President Trump’s nominee to lead the spy agency faces questions about her involvement in torture and secret prisons."
5/8/18,Bitcoin Sees Wall Street Warm to Trading Virtual Currency,"Following Goldman Sachs’s moves to begin trading Bitcoin, the New York Stock Exchange’s parent company is said to be in talks to open a virtual currency exchange."
5/9/18,Trump Abandons Iran Nuclear Deal He Long Scorned,"Mr. Trump’s decision, while long anticipated and widely telegraphed, plunges America’s relations with European allies into deep uncertainty."
5/9/18,Firm Tied to Russian Oligarch Made Payments to Michael Cohen,The shell company Mr. Cohen used to pay Stormy Daniels later received over $1 million from the firm and several companies with business before the Trump administration.
5/9/18,Iranians Fear Deeper Crisis as Trump Ends Nuclear Deal,"Iran’s economy was already in free fall. Now the lifeline offered by a deal that was supposed to lift barriers to the West is coming apart, too."
5/9/18,Behind Trump’s Termination of Iran Deal Is a Risky Bet,President Trump’s decision to pull out of the Iran nuclear deal is premised on the idea that the U.S. and its allies force a better deal with Iran through isolation and sanctions.
5/10/18,"Releasing 3 Americans, North Koreans Signal Openness to Washington",The release of the three prisoners was North Korea’s most tangible gesture aimed at improving relations with the United States since President Trump took office.
5/10/18,"How Michael Cohen, Denied Job in White House, Was Seen as Its Gatekeeper","Through a secretive shell company, the president’s personal lawyer was paid by major corporations and a law firm for help navigating Washington in the Trump era."
5/10/18,"Gina Haspel, Nominee for C.I.A., Says Era of Torture Is Over","Ms. Haspel, the career spy who once oversaw the waterboarding of a suspect, defended the agency’s past at a confirmation hearing. She said there would be no torture in its future."
5/10/18,"Europe, Again Humiliated by Trump, Struggles to Defend Its Interests","With his Iran decision, as on climate and trade, President Trump has split sharply with strong allies. There are signs that their patience is wearing thin."
5/11/18,"Israel and Iran, Newly Emboldened, Exchange Blows in Syria Face-Off",The cross-border exchanges — the most serious from each side over Iran’s presence in Syria — took place a day after the Americans withdrew from the Iran nuclear accord.
5/11/18,Trump Exults in Release of Prisoners and a Date Next Month With Kim Jong-un,The president announced the summit meeting’s date and place in a Twitter post hours after meeting the three Americans freed by North Korea at Joint Base Andrews.
5/11/18,"Kirstjen Nielsen, Chief of Homeland Security, Almost Resigned After Trump Tirade","The president, angry about an increase in illegal immigration, dressed down Kirstjen Nielsen in front of the entire cabinet during a meeting on Wednesday."
5/11/18,Military Inquiry Finds Soldiers Were Unprepared in Deadly Niger Ambush,An investigation of the Oct. 4 deaths of four American soldiers describes misleading plans and lax oversight for a mission that ended in a firefight with extremists.
5/12/18,"Trump Promises Lower Drug Prices, but Drops Populist Solutions","The president said he would promote more competition among pharmaceutical companies, but didn’t call for Medicare to directly negotiate lower prices or consumers to be able to import low-cost drugs."
5/12/18,AT&T Chief Says It Made a ‘Big Mistake’ Hiring Michael Cohen,"In a companywide memo, Randall Stephenson also said the company’s head of lobbying would retire."
5/12/18,Sheldon Silver Is Convicted in 2nd Corruption Trial,"Mr. Silver, the former State Assembly speaker, had his initial conviction overturned last year, but a new jury arrived at the same verdict."
